n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size,chromatic_number_norm,clique_number_norm,max_independent_set_size_norm,domination_number_norm,min_clique_cover_size_norm,chromatic_to_clique_ratio,chromatic_to_max_independent_ratio,clique_to_max_independent_ratio,domination_to_clique_ratio,min_clique_cover_to_chromatic_ratio,n_bin_medium,n_bin_large
25,0,11,8,3,11,5,0.44,0.32,0.12,0.44,0.2,1.375,3.6666666666666665,2.6666666666666665,1.375,0.45454545454545453,False,False
450,0,176,142,5,429,7,0.39111111111111113,0.31555555555555553,0.011111111111111112,0.9533333333333334,0.015555555555555555,1.2394366197183098,35.2,28.4,3.0211267605633805,0.03977272727272727,False,True
400,0,138,129,4,291,6,0.345,0.3225,0.01,0.7275,0.015,1.069767441860465,34.5,32.25,2.255813953488372,0.043478260869565216,False,True
50,1,25,20,4,29,4,0.5,0.4,0.08,0.58,0.08,1.25,6.25,5.0,1.45,0.16,False,False
25,0,15,12,3,11,3,0.6,0.48,0.12,0.44,0.12,1.25,5.0,4.0,0.9166666666666666,0.2,False,False
500,0,183,176,5,379,7,0.366,0.352,0.01,0.758,0.014,1.0397727272727273,36.6,35.2,2.153409090909091,0.03825136612021858,False,True
350,1,141,135,5,284,6,0.40285714285714286,0.38571428571428573,0.014285714285714285,0.8114285714285714,0.017142857142857144,1.0444444444444445,28.2,27.0,2.1037037037037036,0.0425531914893617,False,True
25,1,13,10,3,17,4,0.52,0.4,0.12,0.68,0.16,1.3,4.333333333333333,3.3333333333333335,1.7,0.3076923076923077,False,False
400,1,174,144,4,318,6,0.435,0.36,0.01,0.795,0.015,1.2083333333333333,43.5,36.0,2.2083333333333335,0.034482758620689655,False,True
350,0,148,138,5,247,6,0.4228571428571429,0.3942857142857143,0.014285714285714285,0.7057142857142857,0.017142857142857144,1.0724637681159421,29.6,27.6,1.789855072463768,0.04054054054054054,False,True
200,1,94,90,4,181,6,0.47,0.45,0.02,0.905,0.03,1.0444444444444445,23.5,22.5,2.011111111111111,0.06382978723404255,True,False
200,0,87,75,6,179,6,0.435,0.375,0.03,0.895,0.03,1.16,14.5,12.5,2.3866666666666667,0.06896551724137931,True,False
50,0,19,17,5,33,5,0.38,0.34,0.1,0.66,0.1,1.1176470588235294,3.8,3.4,1.9411764705882353,0.2631578947368421,False,False
500,0,165,158,7,470,8,0.33,0.316,0.014,0.94,0.016,1.0443037974683544,23.571428571428573,22.571428571428573,2.9746835443037973,0.048484848484848485,False,True
450,0,161,142,5,406,7,0.35777777777777775,0.31555555555555553,0.011111111111111112,0.9022222222222223,0.015555555555555555,1.1338028169014085,32.2,28.4,2.859154929577465,0.043478260869565216,False,True
150,1,68,57,4,61,5,0.4533333333333333,0.38,0.02666666666666667,0.4066666666666667,0.03333333333333333,1.1929824561403508,17.0,14.25,1.0701754385964912,0.07352941176470588,True,False
250,0,97,83,5,206,6,0.388,0.332,0.02,0.824,0.024,1.1686746987951808,19.4,16.6,2.4819277108433737,0.061855670103092786,True,False
350,1,152,144,5,346,6,0.4342857142857143,0.4114285714285714,0.014285714285714285,0.9885714285714285,0.017142857142857144,1.0555555555555556,30.4,28.8,2.4027777777777777,0.039473684210526314,False,True
25,0,10,7,3,8,4,0.4,0.28,0.12,0.32,0.16,1.4285714285714286,3.3333333333333335,2.3333333333333335,1.1428571428571428,0.4,False,False
250,0,94,83,5,236,6,0.376,0.332,0.02,0.944,0.024,1.1325301204819278,18.8,16.6,2.8433734939759034,0.06382978723404255,True,False
500,1,209,146,5,360,6,0.418,0.292,0.01,0.72,0.012,1.4315068493150684,41.8,29.2,2.4657534246575343,0.028708133971291867,False,True
400,1,180,143,5,333,6,0.45,0.3575,0.0125,0.8325,0.015,1.2587412587412588,36.0,28.6,2.3286713286713288,0.03333333333333333,False,True
250,1,109,90,5,206,6,0.436,0.36,0.02,0.824,0.024,1.211111111111111,21.8,18.0,2.2888888888888888,0.05504587155963303,True,False
450,1,197,170,5,446,6,0.43777777777777777,0.37777777777777777,0.011111111111111112,0.9911111111111112,0.013333333333333334,1.1588235294117648,39.4,34.0,2.623529411764706,0.030456852791878174,False,True
400,1,170,138,5,381,6,0.425,0.345,0.0125,0.9525,0.015,1.2318840579710144,34.0,27.6,2.760869565217391,0.03529411764705882,False,True
200,1,86,79,5,162,5,0.43,0.395,0.025,0.81,0.025,1.0886075949367089,17.2,15.8,2.050632911392405,0.05813953488372093,True,False
25,0,9,8,4,9,4,0.36,0.32,0.16,0.36,0.16,1.125,2.25,2.0,1.125,0.4444444444444444,False,False
450,1,184,134,4,418,6,0.4088888888888889,0.29777777777777775,0.008888888888888889,0.9288888888888889,0.013333333333333334,1.373134328358209,46.0,33.5,3.1194029850746268,0.03260869565217391,False,True
500,0,177,154,5,361,7,0.354,0.308,0.01,0.722,0.014,1.1493506493506493,35.4,30.8,2.344155844155844,0.03954802259887006,False,True
200,0,77,60,5,150,6,0.385,0.3,0.025,0.75,0.03,1.2833333333333334,15.4,12.0,2.5,0.07792207792207792,True,False
200,1,89,74,4,172,5,0.445,0.37,0.02,0.86,0.025,1.2027027027027026,22.25,18.5,2.324324324324324,0.056179775280898875,True,False
250,1,118,104,4,223,5,0.472,0.416,0.016,0.892,0.02,1.1346153846153846,29.5,26.0,2.144230769230769,0.0423728813559322,True,False
50,0,16,16,4,37,6,0.32,0.32,0.08,0.74,0.12,1.0,4.0,4.0,2.3125,0.375,False,False
25,0,11,10,3,12,4,0.44,0.4,0.12,0.48,0.16,1.1,3.6666666666666665,3.3333333333333335,1.2,0.36363636363636365,False,False
400,0,140,133,6,385,7,0.35,0.3325,0.015,0.9625,0.0175,1.0526315789473684,23.333333333333332,22.166666666666668,2.8947368421052633,0.05,False,True
250,1,113,107,6,245,6,0.452,0.428,0.024,0.98,0.024,1.0560747663551402,18.833333333333332,17.833333333333332,2.289719626168224,0.05309734513274336,True,False
150,1,67,66,4,114,5,0.44666666666666666,0.44,0.02666666666666667,0.76,0.03333333333333333,1.0151515151515151,16.75,16.5,1.7272727272727273,0.07462686567164178,True,False
250,1,101,88,4,110,5,0.404,0.352,0.016,0.44,0.02,1.1477272727272727,25.25,22.0,1.25,0.04950495049504951,True,False
300,1,150,118,4,251,5,0.5,0.3933333333333333,0.013333333333333334,0.8366666666666667,0.016666666666666666,1.271186440677966,37.5,29.5,2.1271186440677967,0.03333333333333333,True,False
50,0,20,18,4,28,5,0.4,0.36,0.08,0.56,0.1,1.1111111111111112,5.0,4.5,1.5555555555555556,0.25,False,False
300,0,114,101,5,232,6,0.38,0.33666666666666667,0.016666666666666666,0.7733333333333333,0.02,1.1287128712871286,22.8,20.2,2.297029702970297,0.05263157894736842,True,False
450,1,189,171,5,380,6,0.42,0.38,0.011111111111111112,0.8444444444444444,0.013333333333333334,1.105263157894737,37.8,34.2,2.2222222222222223,0.031746031746031744,False,True
200,0,74,64,5,165,6,0.37,0.32,0.025,0.825,0.03,1.15625,14.8,12.8,2.578125,0.08108108108108109,True,False
150,0,68,68,5,115,6,0.4533333333333333,0.4533333333333333,0.03333333333333333,0.7666666666666667,0.04,1.0,13.6,13.6,1.6911764705882353,0.08823529411764706,True,False
500,1,216,189,4,440,6,0.432,0.378,0.008,0.88,0.012,1.1428571428571428,54.0,47.25,2.328042328042328,0.027777777777777776,False,True
150,0,50,48,5,118,6,0.3333333333333333,0.32,0.03333333333333333,0.7866666666666666,0.04,1.0416666666666667,10.0,9.6,2.4583333333333335,0.12,True,False
400,1,188,164,4,365,6,0.47,0.41,0.01,0.9125,0.015,1.146341463414634,47.0,41.0,2.225609756097561,0.031914893617021274,False,True
25,0,11,9,2,6,3,0.44,0.36,0.08,0.24,0.12,1.2222222222222223,5.5,4.5,0.6666666666666666,0.2727272727272727,False,False
350,0,138,126,7,345,8,0.3942857142857143,0.36,0.02,0.9857142857142858,0.022857142857142857,1.0952380952380953,19.714285714285715,18.0,2.738095238095238,0.057971014492753624,False,True
200,1,84,68,4,82,5,0.42,0.34,0.02,0.41,0.025,1.2352941176470589,21.0,17.0,1.2058823529411764,0.05952380952380952,True,False
200,1,96,87,4,173,6,0.48,0.435,0.02,0.865,0.03,1.103448275862069,24.0,21.75,1.9885057471264367,0.0625,True,False
250,1,115,74,3,127,5,0.46,0.296,0.012,0.508,0.02,1.554054054054054,38.333333333333336,24.666666666666668,1.7162162162162162,0.043478260869565216,True,False
25,1,13,9,4,14,4,0.52,0.36,0.16,0.56,0.16,1.4444444444444444,3.25,2.25,1.5555555555555556,0.3076923076923077,False,False
450,1,181,161,5,441,6,0.4022222222222222,0.35777777777777775,0.011111111111111112,0.98,0.013333333333333334,1.124223602484472,36.2,32.2,2.739130434782609,0.03314917127071823,False,True
200,1,93,68,4,160,5,0.465,0.34,0.02,0.8,0.025,1.3676470588235294,23.25,17.0,2.3529411764705883,0.053763440860215055,True,False
350,0,123,104,5,297,7,0.3514285714285714,0.29714285714285715,0.014285714285714285,0.8485714285714285,0.02,1.1826923076923077,24.6,20.8,2.855769230769231,0.056910569105691054,False,True
100,0,41,32,5,57,6,0.41,0.32,0.05,0.57,0.06,1.28125,8.2,6.4,1.78125,0.14634146341463414,False,False
200,1,86,72,4,155,6,0.43,0.36,0.02,0.775,0.03,1.1944444444444444,21.5,18.0,2.1527777777777777,0.06976744186046512,True,False
50,1,20,20,4,46,5,0.4,0.4,0.08,0.92,0.1,1.0,5.0,5.0,2.3,0.25,False,False
500,1,204,192,5,411,6,0.408,0.384,0.01,0.822,0.012,1.0625,40.8,38.4,2.140625,0.029411764705882353,False,True
150,0,54,52,4,120,6,0.36,0.3466666666666667,0.02666666666666667,0.8,0.04,1.0384615384615385,13.5,13.0,2.3076923076923075,0.1111111111111111,True,False
300,1,144,123,5,243,6,0.48,0.41,0.016666666666666666,0.81,0.02,1.170731707317073,28.8,24.6,1.975609756097561,0.041666666666666664,True,False
100,0,43,36,5,83,6,0.43,0.36,0.05,0.83,0.06,1.1944444444444444,8.6,7.2,2.3055555555555554,0.13953488372093023,False,False
25,0,10,9,4,10,4,0.4,0.36,0.16,0.4,0.16,1.1111111111111112,2.5,2.25,1.1111111111111112,0.4,False,False
150,1,67,51,4,130,5,0.44666666666666666,0.34,0.02666666666666667,0.8666666666666667,0.03333333333333333,1.3137254901960784,16.75,12.75,2.549019607843137,0.07462686567164178,True,False
350,1,168,126,4,277,6,0.48,0.36,0.011428571428571429,0.7914285714285715,0.017142857142857144,1.3333333333333333,42.0,31.5,2.1984126984126986,0.03571428571428571,False,True
300,1,130,126,4,250,6,0.43333333333333335,0.42,0.013333333333333334,0.8333333333333334,0.02,1.0317460317460319,32.5,31.5,1.9841269841269842,0.046153846153846156,True,False
400,1,170,145,4,330,6,0.425,0.3625,0.01,0.825,0.015,1.1724137931034482,42.5,36.25,2.2758620689655173,0.03529411764705882,False,True
25,1,15,10,2,14,3,0.6,0.4,0.08,0.56,0.12,1.5,7.5,5.0,1.4,0.2,False,False
250,0,93,74,5,211,6,0.372,0.296,0.02,0.844,0.024,1.2567567567567568,18.6,14.8,2.8513513513513513,0.06451612903225806,True,False
400,0,154,144,5,381,7,0.385,0.36,0.0125,0.9525,0.0175,1.0694444444444444,30.8,28.8,2.6458333333333335,0.045454545454545456,False,True
200,1,88,88,4,165,5,0.44,0.44,0.02,0.825,0.025,1.0,22.0,22.0,1.875,0.056818181818181816,True,False
300,0,105,98,5,245,7,0.35,0.32666666666666666,0.016666666666666666,0.8166666666666667,0.023333333333333334,1.0714285714285714,21.0,19.6,2.5,0.06666666666666667,True,False
100,0,38,38,5,67,6,0.38,0.38,0.05,0.67,0.06,1.0,7.6,7.6,1.763157894736842,0.15789473684210525,False,False
450,0,167,142,5,361,6,0.3711111111111111,0.31555555555555553,0.011111111111111112,0.8022222222222222,0.013333333333333334,1.176056338028169,33.4,28.4,2.5422535211267605,0.03592814371257485,False,True
500,1,214,182,5,429,6,0.428,0.364,0.01,0.858,0.012,1.1758241758241759,42.8,36.4,2.357142857142857,0.028037383177570093,False,True
350,1,146,139,4,255,5,0.41714285714285715,0.39714285714285713,0.011428571428571429,0.7285714285714285,0.014285714285714285,1.0503597122302157,36.5,34.75,1.8345323741007193,0.03424657534246575,False,True
350,0,138,116,5,277,7,0.3942857142857143,0.3314285714285714,0.014285714285714285,0.7914285714285715,0.02,1.1896551724137931,27.6,23.2,2.3879310344827585,0.050724637681159424,False,True
500,1,204,193,6,439,7,0.408,0.386,0.012,0.878,0.014,1.0569948186528497,34.0,32.166666666666664,2.2746113989637307,0.03431372549019608,False,True
500,1,224,193,4,413,5,0.448,0.386,0.008,0.826,0.01,1.160621761658031,56.0,48.25,2.139896373056995,0.022321428571428572,False,True
50,0,20,15,4,22,5,0.4,0.3,0.08,0.44,0.1,1.3333333333333333,5.0,3.75,1.4666666666666666,0.25,False,False
100,0,38,36,4,96,5,0.38,0.36,0.04,0.96,0.05,1.0555555555555556,9.5,9.0,2.6666666666666665,0.13157894736842105,False,False
500,1,227,227,3,430,6,0.454,0.454,0.006,0.86,0.012,1.0,75.66666666666667,75.66666666666667,1.894273127753304,0.02643171806167401,False,True
350,0,134,120,5,286,6,0.38285714285714284,0.34285714285714286,0.014285714285714285,0.8171428571428572,0.017142857142857144,1.1166666666666667,26.8,24.0,2.3833333333333333,0.04477611940298507,False,True
450,0,166,164,5,435,7,0.3688888888888889,0.36444444444444446,0.011111111111111112,0.9666666666666667,0.015555555555555555,1.0121951219512195,33.2,32.8,2.652439024390244,0.04216867469879518,False,True
25,0,9,9,4,22,5,0.36,0.36,0.16,0.88,0.2,1.0,2.25,2.25,2.4444444444444446,0.5555555555555556,False,False
250,0,96,90,4,187,6,0.384,0.36,0.016,0.748,0.024,1.0666666666666667,24.0,22.5,2.077777777777778,0.0625,True,False
50,1,27,15,3,35,5,0.54,0.3,0.06,0.7,0.1,1.8,9.0,5.0,2.3333333333333335,0.18518518518518517,False,False
250,1,111,94,5,170,5,0.444,0.376,0.02,0.68,0.02,1.1808510638297873,22.2,18.8,1.8085106382978724,0.04504504504504504,True,False
350,1,151,122,4,264,5,0.43142857142857144,0.3485714285714286,0.011428571428571429,0.7542857142857143,0.014285714285714285,1.2377049180327868,37.75,30.5,2.1639344262295084,0.033112582781456956,False,True
250,0,94,90,6,231,7,0.376,0.36,0.024,0.924,0.028,1.0444444444444445,15.666666666666666,15.0,2.566666666666667,0.07446808510638298,True,False
450,1,195,169,5,362,6,0.43333333333333335,0.37555555555555553,0.011111111111111112,0.8044444444444444,0.013333333333333334,1.1538461538461537,39.0,33.8,2.1420118343195265,0.03076923076923077,False,True
400,1,166,126,5,392,6,0.415,0.315,0.0125,0.98,0.015,1.3174603174603174,33.2,25.2,3.111111111111111,0.03614457831325301,False,True
150,1,69,66,4,146,6,0.46,0.44,0.02666666666666667,0.9733333333333334,0.04,1.0454545454545454,17.25,16.5,2.212121212121212,0.08695652173913043,True,False
100,1,46,42,3,34,5,0.46,0.42,0.03,0.34,0.05,1.0952380952380953,15.333333333333334,14.0,0.8095238095238095,0.10869565217391304,False,False
100,0,41,28,5,74,7,0.41,0.28,0.05,0.74,0.07,1.4642857142857142,8.2,5.6,2.642857142857143,0.17073170731707318,False,False
25,1,14,9,3,14,4,0.56,0.36,0.12,0.56,0.16,1.5555555555555556,4.666666666666667,3.0,1.5555555555555556,0.2857142857142857,False,False
150,0,57,53,4,103,6,0.38,0.35333333333333333,0.02666666666666667,0.6866666666666666,0.04,1.0754716981132075,14.25,13.25,1.9433962264150944,0.10526315789473684,True,False
500,0,203,160,6,396,7,0.406,0.32,0.012,0.792,0.014,1.26875,33.833333333333336,26.666666666666668,2.475,0.034482758620689655,False,True
250,0,98,92,5,214,6,0.392,0.368,0.02,0.856,0.024,1.065217391304348,19.6,18.4,2.3260869565217392,0.061224489795918366,True,False
350,1,165,128,4,310,5,0.4714285714285714,0.3657142857142857,0.011428571428571429,0.8857142857142857,0.014285714285714285,1.2890625,41.25,32.0,2.421875,0.030303030303030304,False,True
450,1,187,182,4,418,6,0.41555555555555557,0.40444444444444444,0.008888888888888889,0.9288888888888889,0.013333333333333334,1.0274725274725274,46.75,45.5,2.2967032967032965,0.03208556149732621,False,True
300,0,103,94,5,295,7,0.3433333333333333,0.31333333333333335,0.016666666666666666,0.9833333333333333,0.023333333333333334,1.0957446808510638,20.6,18.8,3.1382978723404253,0.06796116504854369,True,False
300,1,151,138,4,163,5,0.5033333333333333,0.46,0.013333333333333334,0.5433333333333333,0.016666666666666666,1.0942028985507246,37.75,34.5,1.181159420289855,0.033112582781456956,True,False
150,0,60,52,5,136,7,0.4,0.3466666666666667,0.03333333333333333,0.9066666666666666,0.04666666666666667,1.1538461538461537,12.0,10.4,2.6153846153846154,0.11666666666666667,True,False
300,0,116,89,6,245,7,0.38666666666666666,0.2966666666666667,0.02,0.8166666666666667,0.023333333333333334,1.303370786516854,19.333333333333332,14.833333333333334,2.752808988764045,0.0603448275862069,True,False
400,1,182,137,5,344,6,0.455,0.3425,0.0125,0.86,0.015,1.3284671532846715,36.4,27.4,2.510948905109489,0.03296703296703297,False,True
25,1,10,10,3,16,4,0.4,0.4,0.12,0.64,0.16,1.0,3.3333333333333335,3.3333333333333335,1.6,0.4,False,False
100,1,46,44,3,78,4,0.46,0.44,0.03,0.78,0.04,1.0454545454545454,15.333333333333334,14.666666666666666,1.7727272727272727,0.08695652173913043,False,False
400,0,138,125,6,366,7,0.345,0.3125,0.015,0.915,0.0175,1.104,23.0,20.833333333333332,2.928,0.050724637681159424,False,True
200,1,104,74,4,156,5,0.52,0.37,0.02,0.78,0.025,1.4054054054054055,26.0,18.5,2.108108108108108,0.04807692307692308,True,False
400,0,144,130,5,325,6,0.36,0.325,0.0125,0.8125,0.015,1.1076923076923078,28.8,26.0,2.5,0.041666666666666664,False,True
100,0,36,28,5,73,6,0.36,0.28,0.05,0.73,0.06,1.2857142857142858,7.2,5.6,2.607142857142857,0.16666666666666666,False,False
400,1,183,140,4,341,6,0.4575,0.35,0.01,0.8525,0.015,1.3071428571428572,45.75,35.0,2.4357142857142855,0.03278688524590164,False,True
300,0,102,92,6,294,9,0.34,0.30666666666666664,0.02,0.98,0.03,1.108695652173913,17.0,15.333333333333334,3.1956521739130435,0.08823529411764706,True,False
50,0,18,13,5,39,5,0.36,0.26,0.1,0.78,0.1,1.3846153846153846,3.6,2.6,3.0,0.2777777777777778,False,False
200,1,87,84,5,163,6,0.435,0.42,0.025,0.815,0.03,1.0357142857142858,17.4,16.8,1.9404761904761905,0.06896551724137931,True,False
250,1,119,104,3,210,5,0.476,0.416,0.012,0.84,0.02,1.1442307692307692,39.666666666666664,34.666666666666664,2.019230769230769,0.04201680672268908,True,False
200,0,71,67,4,176,6,0.355,0.335,0.02,0.88,0.03,1.0597014925373134,17.75,16.75,2.626865671641791,0.08450704225352113,True,False
25,0,11,11,3,14,4,0.44,0.44,0.12,0.56,0.16,1.0,3.6666666666666665,3.6666666666666665,1.2727272727272727,0.36363636363636365,False,False
500,1,218,172,4,393,6,0.436,0.344,0.008,0.786,0.012,1.2674418604651163,54.5,43.0,2.2848837209302326,0.027522935779816515,False,True
200,1,94,61,4,89,5,0.47,0.305,0.02,0.445,0.025,1.540983606557377,23.5,15.25,1.459016393442623,0.05319148936170213,True,False
300,0,110,104,6,294,7,0.36666666666666664,0.3466666666666667,0.02,0.98,0.023333333333333334,1.0576923076923077,18.333333333333332,17.333333333333332,2.826923076923077,0.06363636363636363,True,False
25,1,12,12,4,17,4,0.48,0.48,0.16,0.68,0.16,1.0,3.0,3.0,1.4166666666666667,0.3333333333333333,False,False
200,1,80,75,4,147,6,0.4,0.375,0.02,0.735,0.03,1.0666666666666667,20.0,18.75,1.96,0.075,True,False
350,0,140,110,6,291,7,0.4,0.3142857142857143,0.017142857142857144,0.8314285714285714,0.02,1.2727272727272727,23.333333333333332,18.333333333333332,2.6454545454545455,0.05,False,True
300,1,146,128,4,281,6,0.4866666666666667,0.4266666666666667,0.013333333333333334,0.9366666666666666,0.02,1.140625,36.5,32.0,2.1953125,0.0410958904109589,True,False
100,1,44,38,5,86,6,0.44,0.38,0.05,0.86,0.06,1.1578947368421053,8.8,7.6,2.263157894736842,0.13636363636363635,False,False
400,0,145,126,5,340,6,0.3625,0.315,0.0125,0.85,0.015,1.1507936507936507,29.0,25.2,2.6984126984126986,0.041379310344827586,False,True
250,0,91,86,5,196,7,0.364,0.344,0.02,0.784,0.028,1.058139534883721,18.2,17.2,2.2790697674418605,0.07692307692307693,True,False
100,1,45,36,4,97,5,0.45,0.36,0.04,0.97,0.05,1.25,11.25,9.0,2.6944444444444446,0.1111111111111111,False,False
350,0,124,117,5,324,7,0.35428571428571426,0.3342857142857143,0.014285714285714285,0.9257142857142857,0.02,1.0598290598290598,24.8,23.4,2.769230769230769,0.056451612903225805,False,True
400,0,148,112,5,310,7,0.37,0.28,0.0125,0.775,0.0175,1.3214285714285714,29.6,22.4,2.767857142857143,0.0472972972972973,False,True
200,0,68,65,5,174,6,0.34,0.325,0.025,0.87,0.03,1.0461538461538462,13.6,13.0,2.6769230769230767,0.08823529411764706,True,False
250,0,83,79,5,231,7,0.332,0.316,0.02,0.924,0.028,1.0506329113924051,16.6,15.8,2.9240506329113924,0.08433734939759036,True,False
450,0,166,147,6,326,7,0.3688888888888889,0.32666666666666666,0.013333333333333334,0.7244444444444444,0.015555555555555555,1.129251700680272,27.666666666666668,24.5,2.2176870748299318,0.04216867469879518,False,True
450,0,172,128,5,415,7,0.38222222222222224,0.28444444444444444,0.011111111111111112,0.9222222222222223,0.015555555555555555,1.34375,34.4,25.6,3.2421875,0.040697674418604654,False,True
250,0,104,88,4,195,6,0.416,0.352,0.016,0.78,0.024,1.1818181818181819,26.0,22.0,2.215909090909091,0.057692307692307696,True,False
400,1,167,149,4,354,6,0.4175,0.3725,0.01,0.885,0.015,1.1208053691275168,41.75,37.25,2.3758389261744965,0.03592814371257485,False,True
250,0,92,73,5,167,6,0.368,0.292,0.02,0.668,0.024,1.2602739726027397,18.4,14.6,2.287671232876712,0.06521739130434782,True,False
200,0,82,67,6,154,6,0.41,0.335,0.03,0.77,0.03,1.2238805970149254,13.666666666666666,11.166666666666666,2.298507462686567,0.07317073170731707,True,False
200,0,78,63,6,195,7,0.39,0.315,0.03,0.975,0.035,1.2380952380952381,13.0,10.5,3.0952380952380953,0.08974358974358974,True,False
450,1,216,196,5,425,7,0.48,0.43555555555555553,0.011111111111111112,0.9444444444444444,0.015555555555555555,1.1020408163265305,43.2,39.2,2.1683673469387754,0.032407407407407406,False,True
400,0,147,146,7,394,8,0.3675,0.365,0.0175,0.985,0.02,1.0068493150684932,21.0,20.857142857142858,2.6986301369863015,0.05442176870748299,False,True
400,0,154,125,5,312,6,0.385,0.3125,0.0125,0.78,0.015,1.232,30.8,25.0,2.496,0.03896103896103896,False,True
350,0,128,113,5,280,6,0.3657142857142857,0.32285714285714284,0.014285714285714285,0.8,0.017142857142857144,1.1327433628318584,25.6,22.6,2.47787610619469,0.046875,False,True
150,1,65,55,4,146,6,0.43333333333333335,0.36666666666666664,0.02666666666666667,0.9733333333333334,0.04,1.1818181818181819,16.25,13.75,2.6545454545454548,0.09230769230769231,True,False
350,1,157,148,4,312,6,0.44857142857142857,0.4228571428571429,0.011428571428571429,0.8914285714285715,0.017142857142857144,1.0608108108108107,39.25,37.0,2.108108108108108,0.03821656050955414,False,True
50,1,22,14,4,11,4,0.44,0.28,0.08,0.22,0.08,1.5714285714285714,5.5,3.5,0.7857142857142857,0.18181818181818182,False,False
250,0,96,87,5,191,7,0.384,0.348,0.02,0.764,0.028,1.103448275862069,19.2,17.4,2.1954022988505746,0.07291666666666667,True,False
100,0,38,28,5,96,6,0.38,0.28,0.05,0.96,0.06,1.3571428571428572,7.6,5.6,3.4285714285714284,0.15789473684210525,False,False
150,0,53,43,5,123,6,0.35333333333333333,0.2866666666666667,0.03333333333333333,0.82,0.04,1.2325581395348837,10.6,8.6,2.86046511627907,0.11320754716981132,True,False
300,0,107,101,5,230,6,0.3566666666666667,0.33666666666666667,0.016666666666666666,0.7666666666666667,0.02,1.0594059405940595,21.4,20.2,2.277227722772277,0.056074766355140186,True,False
400,1,166,144,4,326,5,0.415,0.36,0.01,0.815,0.0125,1.1527777777777777,41.5,36.0,2.263888888888889,0.030120481927710843,False,True
50,1,23,20,4,22,4,0.46,0.4,0.08,0.44,0.08,1.15,5.75,5.0,1.1,0.17391304347826086,False,False
50,1,22,22,4,29,5,0.44,0.44,0.08,0.58,0.1,1.0,5.5,5.5,1.3181818181818181,0.22727272727272727,False,False
200,1,90,70,4,148,5,0.45,0.35,0.02,0.74,0.025,1.2857142857142858,22.5,17.5,2.1142857142857143,0.05555555555555555,True,False
300,1,139,127,5,259,6,0.4633333333333333,0.42333333333333334,0.016666666666666666,0.8633333333333333,0.02,1.094488188976378,27.8,25.4,2.0393700787401574,0.04316546762589928,True,False
300,1,135,96,5,229,6,0.45,0.32,0.016666666666666666,0.7633333333333333,0.02,1.40625,27.0,19.2,2.3854166666666665,0.044444444444444446,True,False
25,1,15,10,3,7,3,0.6,0.4,0.12,0.28,0.12,1.5,5.0,3.3333333333333335,0.7,0.2,False,False
200,0,70,57,4,170,6,0.35,0.285,0.02,0.85,0.03,1.2280701754385965,17.5,14.25,2.982456140350877,0.08571428571428572,True,False
200,1,95,82,5,180,6,0.475,0.41,0.025,0.9,0.03,1.1585365853658536,19.0,16.4,2.1951219512195124,0.06315789473684211,True,False
50,0,21,15,4,39,5,0.42,0.3,0.08,0.78,0.1,1.4,5.25,3.75,2.6,0.23809523809523808,False,False
300,0,98,90,5,226,6,0.32666666666666666,0.3,0.016666666666666666,0.7533333333333333,0.02,1.0888888888888888,19.6,18.0,2.511111111111111,0.061224489795918366,True,False
400,1,181,142,6,390,6,0.4525,0.355,0.015,0.975,0.015,1.2746478873239437,30.166666666666668,23.666666666666668,2.7464788732394365,0.03314917127071823,False,True
400,1,176,155,6,339,6,0.44,0.3875,0.015,0.8475,0.015,1.135483870967742,29.333333333333332,25.833333333333332,2.1870967741935483,0.03409090909090909,False,True
300,0,108,95,5,224,7,0.36,0.31666666666666665,0.016666666666666666,0.7466666666666667,0.023333333333333334,1.1368421052631579,21.6,19.0,2.357894736842105,0.06481481481481481,True,False
500,1,230,188,4,436,6,0.46,0.376,0.008,0.872,0.012,1.2234042553191489,57.5,47.0,2.3191489361702127,0.02608695652173913,False,True
50,1,29,29,3,28,4,0.58,0.58,0.06,0.56,0.08,1.0,9.666666666666666,9.666666666666666,0.9655172413793104,0.13793103448275862,False,False
500,0,194,160,5,459,7,0.388,0.32,0.01,0.918,0.014,1.2125,38.8,32.0,2.86875,0.03608247422680412,False,True
400,1,182,140,5,324,6,0.455,0.35,0.0125,0.81,0.015,1.3,36.4,28.0,2.3142857142857145,0.03296703296703297,False,True
100,1,40,30,3,76,5,0.4,0.3,0.03,0.76,0.05,1.3333333333333333,13.333333333333334,10.0,2.533333333333333,0.125,False,False
50,0,22,19,3,9,4,0.44,0.38,0.06,0.18,0.08,1.1578947368421053,7.333333333333333,6.333333333333333,0.47368421052631576,0.18181818181818182,False,False
250,0,103,81,5,223,7,0.412,0.324,0.02,0.892,0.028,1.271604938271605,20.6,16.2,2.753086419753086,0.06796116504854369,True,False
50,0,21,21,4,36,6,0.42,0.42,0.08,0.72,0.12,1.0,5.25,5.25,1.7142857142857142,0.2857142857142857,False,False
150,0,54,43,5,119,6,0.36,0.2866666666666667,0.03333333333333333,0.7933333333333333,0.04,1.255813953488372,10.8,8.6,2.7674418604651163,0.1111111111111111,True,False
150,0,56,52,5,119,6,0.37333333333333335,0.3466666666666667,0.03333333333333333,0.7933333333333333,0.04,1.0769230769230769,11.2,10.4,2.2884615384615383,0.10714285714285714,True,False
