n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size
25,0,10,10,5,25,6
250,1,131,118,9,249,11
400,0,125,121,11,374,14
250,1,114,107,10,244,12
200,0,64,64,7,185,10
100,0,37,36,7,92,10
350,0,111,111,10,333,11
100,1,38,36,9,94,9
500,1,212,207,10,479,14
300,0,106,106,10,291,12
300,0,102,102,9,294,12
400,1,194,160,12,393,13
400,0,123,121,13,392,15
25,0,9,9,5,25,6
100,0,31,30,7,94,11
350,1,159,144,12,341,16
500,0,157,157,12,470,16
450,1,200,200,14,445,17
350,0,111,108,11,341,14
200,0,59,51,11,191,12
450,0,124,124,13,442,15
500,0,175,175,13,497,16
150,0,46,45,10,129,11
500,1,234,222,15,493,16
150,0,49,49,9,148,11
250,0,71,68,11,242,14
25,0,10,7,5,22,6
400,1,189,171,9,392,13
100,0,33,33,8,86,9
150,1,65,60,9,145,10
250,0,78,77,11,246,13
100,1,45,42,7,95,7
400,0,119,119,13,391,15
450,0,146,144,12,439,14
150,0,52,52,9,142,11
400,0,112,109,10,354,13
300,1,138,129,11,295,12
25,1,13,10,5,23,5
400,0,117,115,11,390,15
500,1,250,250,11,494,12
200,1,101,76,12,197,14
450,1,214,201,13,443,15
250,1,127,113,11,237,13
50,0,19,13,7,40,9
150,1,83,75,8,143,9
350,1,169,164,9,344,11
150,1,78,74,7,146,9
300,1,129,113,9,293,11
150,1,73,54,8,145,10
350,0,113,111,10,341,13
250,1,110,105,10,244,11
100,0,33,27,8,92,11
300,0,84,84,13,292,15
250,1,132,110,12,246,13
150,0,51,51,12,144,12
400,1,189,151,12,398,13
100,1,54,51,8,95,9
350,1,162,148,9,343,11
50,1,20,18,5,34,6
500,1,238,238,12,500,14
400,1,185,152,12,395,13
200,1,95,91,9,191,11
100,1,50,44,5,95,6
250,1,112,107,9,244,10
500,1,237,228,11,490,14
400,0,132,129,10,397,13
50,0,17,14,6,25,7
300,0,100,97,13,293,15
250,0,75,75,10,241,13
200,0,65,65,9,191,11
150,0,41,41,8,114,10
50,0,14,14,7,43,9
500,0,159,159,10,463,13
100,1,47,44,10,97,12
300,1,136,130,12,294,13
150,0,54,53,10,145,12
450,1,209,191,13,441,15
450,0,141,141,12,439,15
300,1,123,115,11,291,14
25,0,7,7,5,14,6
200,1,92,88,8,199,10
400,1,181,174,12,396,14
25,0,10,7,4,14,5
350,0,111,111,11,346,14
200,0,60,56,11,183,12
50,0,22,22,8,43,10
150,1,66,61,9,144,10
450,0,145,145,11,442,15
500,1,229,217,14,497,15
200,1,97,94,9,195,11
350,0,109,109,12,342,14
100,1,42,42,7,87,8
50,0,20,16,7,44,7
250,0,73,68,9,223,10
350,1,167,161,10,348,12
500,1,217,206,13,490,16
500,1,219,204,14,492,17
25,1,10,8,8,23,8
400,1,200,137,9,377,12
450,1,199,190,11,445,12
500,0,151,151,11,478,14
150,0,52,52,11,144,12
450,1,202,182,14,442,16
350,1,161,133,9,346,11
25,0,9,9,3,8,5
400,1,183,154,11,393,12
50,1,20,20,8,50,8
150,0,49,49,9,141,11
25,0,11,11,5,24,6
200,1,100,69,9,193,9
350,0,114,112,13,340,16
250,0,72,66,9,244,13
50,1,27,21,4,36,5
250,1,116,114,12,245,13
450,0,147,147,11,441,13
150,0,44,44,9,142,10
300,0,90,83,10,291,12
250,1,119,105,8,243,10
250,0,72,68,11,240,14
50,1,22,21,5,47,6
300,0,86,86,9,294,12
500,0,164,163,14,499,16
25,0,9,9,7,23,7
25,1,15,11,5,24,5
250,1,114,114,10,245,14
150,0,44,44,10,142,11
150,0,49,48,8,139,9
200,0,73,73,9,193,11
400,0,133,132,12,392,15
150,0,54,53,8,148,9
500,0,155,138,12,491,15
100,1,52,50,9,96,10
100,0,28,28,10,93,10
500,1,233,222,12,490,16
50,0,15,11,7,46,8
500,0,141,140,10,462,15
400,0,141,141,11,393,14
350,0,100,91,10,333,12
450,1,220,200,9,447,12
50,0,18,18,8,48,8
50,0,14,14,6,48,7
300,1,133,133,9,296,11
50,0,16,13,8,39,8
100,0,29,29,8,94,10
500,0,159,159,11,493,16
100,1,50,47,8,96,10
25,1,13,11,5,23,5
450,1,208,203,12,445,14
200,0,67,64,9,192,12
450,0,147,146,11,445,13
200,0,59,59,10,190,14
400,0,131,116,12,389,14
350,0,107,95,12,342,14
400,1,187,186,13,399,14
150,1,68,68,10,141,11
100,0,29,29,9,93,11
350,0,115,105,13,339,15
450,0,141,140,12,438,16
50,0,20,19,7,48,8
25,0,12,12,6,21,6
200,1,88,81,12,194,13
350,0,117,115,11,347,14
450,0,137,137,12,444,14
500,0,163,160,13,484,15
25,1,12,12,4,15,5
150,1,81,60,9,143,10
100,1,47,42,8,90,9
500,1,229,168,11,496,12
450,0,138,132,12,439,15
50,1,26,15,6,47,7
300,1,145,126,10,300,13
25,0,10,8,6,21,7
50,0,16,16,8,45,8
450,0,134,132,12,450,16
300,1,143,140,10,295,10
250,1,125,122,10,242,12
350,1,170,154,12,347,13
400,0,134,132,11,356,14
25,1,11,11,5,19,5
350,0,105,100,11,335,13
25,0,9,6,5,22,6
400,1,187,173,10,391,11
25,1,13,12,3,15,4
200,1,100,94,8,195,10
300,0,95,95,9,261,11
100,1,50,49,8,95,9
150,0,50,49,9,145,12
400,1,159,149,13,393,16
200,0,68,68,8,187,11
450,0,147,146,9,450,13
100,1,45,44,9,100,11
100,1,49,44,7,100,8
100,0,32,32,10,94,11
500,0,145,144,12,493,14
500,1,213,200,10,491,13
400,0,129,129,11,391,13
200,0,65,60,10,191,11
50,0,18,18,8,48,8
300,1,157,156,7,293,10
300,1,143,138,10,291,12
300,1,128,120,11,300,14
50,1,22,20,5,48,6
200,0,65,58,10,200,12
50,0,14,11,7,38,8
50,0,16,14,8,43,9
150,0,46,44,10,144,11
450,0,132,131,10,389,12
50,1,22,22,7,47,8
100,0,35,34,8,94,10
50,1,29,27,7,48,7
500,0,175,175,12,489,15
150,1,74,68,9,146,10
50,0,19,19,8,45,9
500,1,217,199,10,497,12
450,0,153,143,10,431,13
450,0,138,138,14,445,15
25,0,9,8,6,22,6
450,0,129,129,12,412,14
400,0,138,137,11,394,14
50,1,28,24,7,48,8
25,0,7,7,7,25,8
500,0,169,168,12,490,16
350,1,161,139,10,342,11
25,1,13,9,4,18,5
400,1,170,164,9,392,11
350,0,117,117,12,342,15
200,1,98,92,10,196,11
200,0,62,62,12,191,13
50,0,19,19,7,45,9
500,0,147,147,12,490,15
450,0,132,129,10,449,13
150,1,71,65,8,143,11
250,0,67,67,9,248,11
350,1,155,147,9,346,12
25,0,8,6,7,24,7
250,0,77,72,11,242,14
500,1,231,213,13,482,13
400,1,185,177,10,391,12
250,1,119,116,12,244,13
450,1,219,211,12,443,13
400,1,187,179,11,392,13
200,1,94,92,10,190,13
25,0,8,7,5,13,6
450,1,222,192,15,440,16
500,0,153,152,10,491,14
200,0,69,69,11,194,11
200,1,94,90,8,198,10
250,1,106,99,11,244,13
50,0,14,13,9,46,9
25,0,11,11,7,24,7
400,0,120,120,12,381,12
250,1,108,100,8,244,9
150,1,66,53,11,144,12
250,1,117,109,9,243,12
300,1,138,135,8,293,12
50,0,14,14,7,47,9
300,0,82,82,10,294,14
450,1,200,193,11,446,13
200,0,64,64,9,179,11
150,0,53,46,9,142,11
500,1,222,216,11,492,15
150,0,52,52,9,133,12
400,1,175,173,12,393,14
25,0,10,8,7,21,7
350,0,115,115,10,341,12
200,1,91,91,10,198,12
200,1,95,77,8,194,9
250,1,117,108,12,240,14
25,1,14,14,7,23,7
450,1,208,183,15,443,17
200,1,106,94,7,194,8
350,0,101,100,10,322,12
100,0,28,27,10,91,11
200,1,95,93,12,197,13
50,1,25,25,7,47,8
500,1,227,212,11,498,15
150,0,52,51,9,126,11
300,1,131,124,9,292,12
100,0,33,31,10,97,11
25,0,10,9,6,25,6
150,1,73,66,10,144,11
350,1,163,162,12,347,13
300,1,126,122,10,293,13
400,1,192,187,12,392,14
25,1,12,11,3,18,4
250,0,68,68,11,242,12
400,0,140,140,10,364,14
200,1,95,92,7,180,9
300,0,93,93,10,290,13
100,0,32,32,9,93,10
450,0,126,126,13,441,15
500,1,250,238,13,495,15
350,1,150,144,13,347,15
350,0,112,112,11,327,13
500,1,229,214,12,490,13
500,1,236,222,8,494,11
50,0,20,19,7,43,9
100,0,31,31,9,95,11
500,1,222,220,13,491,14
350,0,116,112,12,339,15
450,0,139,139,10,444,14
25,0,6,6,6,22,7
250,0,70,68,8,233,11
50,1,18,18,9,47,11
250,1,115,105,12,243,14
350,1,155,154,13,349,15
250,0,80,78,11,250,13
450,1,217,204,11,433,14
400,1,184,175,12,391,14
150,1,68,56,9,144,10
100,1,49,39,7,96,8
100,0,33,33,10,92,11
25,1,9,9,8,24,8
150,0,47,44,11,145,12
500,0,150,146,11,480,13
250,0,75,74,11,243,14
350,1,163,148,10,345,12
450,1,213,199,13,442,16
300,0,83,83,10,292,13
300,1,156,153,8,287,9
150,0,61,44,6,124,9
300,0,92,90,12,290,13
400,1,178,162,14,393,14
25,1,11,11,5,16,6
100,1,46,45,6,96,7
400,0,120,118,12,395,15
200,1,91,83,11,190,13
400,0,140,139,13,392,15
100,0,29,28,8,93,9
400,1,205,167,13,391,16
300,0,86,86,13,290,15
50,0,21,14,7,47,8
200,1,93,91,10,193,11
250,1,117,107,9,243,11
200,0,56,56,12,192,14
25,0,10,10,5,24,6
500,1,224,218,12,498,16
200,1,87,82,13,194,15
300,0,91,91,10,293,12
25,1,10,9,5,22,5
200,1,81,78,10,191,11
350,0,113,113,11,347,14
300,1,134,132,14,293,15
100,1,46,32,7,94,9
400,0,128,126,9,393,13
250,0,87,87,9,212,13
100,1,47,42,11,96,12
350,0,117,116,12,343,14
400,0,131,131,12,392,14
200,0,65,62,10,190,12
250,0,74,71,10,241,12
450,0,137,137,11,422,12
450,0,153,152,12,439,14
250,0,92,91,12,246,15
400,1,182,169,11,396,12
250,0,84,84,10,242,14
200,0,62,59,9,193,12
200,0,53,53,10,193,12
450,1,206,190,10,443,12
400,0,129,124,10,391,14
400,0,115,114,12,380,14
350,0,111,111,11,341,14
150,1,65,65,9,143,10
350,1,174,170,12,342,13
50,1,17,17,6,46,7
250,0,83,83,11,241,13
100,0,44,44,8,92,10
150,0,53,53,10,144,12
300,0,93,93,12,299,15
400,1,193,178,16,393,17
50,1,23,22,7,48,7
50,1,22,16,7,45,8
200,1,89,78,11,196,13
300,1,125,117,9,295,11
300,1,135,134,11,296,15
25,1,14,10,5,22,5
200,0,54,54,9,193,12
200,1,86,83,10,194,11
50,0,18,15,8,28,8
300,0,90,89,12,291,14
400,1,190,172,13,396,15
400,1,176,176,10,395,14
300,0,99,97,9,275,13
500,1,231,216,11,489,13
50,1,30,29,4,46,6
500,0,135,135,10,481,13
400,1,198,196,9,394,10
100,1,52,45,7,94,8
50,0,18,16,7,39,8
250,0,77,77,9,234,11
50,0,18,18,9,46,10
150,0,48,47,8,145,12
150,0,44,44,9,150,11
300,1,138,108,11,292,13
150,1,72,72,8,143,10
100,1,44,42,7,86,9
350,1,181,133,12,345,13
250,0,78,78,13,241,14
50,0,21,21,9,47,11
450,1,220,212,11,444,15
300,1,144,137,10,295,11
200,0,62,55,9,161,11
50,1,26,24,4,39,4
400,0,115,113,12,390,15
150,1,84,84,8,143,10
200,1,100,91,11,195,12
300,1,136,129,10,294,13
400,0,121,121,9,394,14
400,0,139,138,10,392,13
50,0,17,16,6,45,6
25,1,15,9,4,23,4
200,1,98,95,9,192,10
50,0,16,16,7,47,8
300,0,97,96,11,299,14
350,1,163,163,12,347,13
150,1,76,73,5,133,7
250,0,80,80,11,231,13
200,0,61,61,11,196,12
200,1,89,76,10,195,12
350,0,122,90,10,341,12
250,1,114,113,12,247,13
50,0,17,17,7,47,8
150,1,77,73,6,147,8
450,0,148,148,14,446,16
50,1,24,20,6,48,6
250,1,126,108,8,230,9
200,0,68,68,8,178,10
100,0,29,29,8,78,9
50,0,19,17,8,48,9
250,1,120,116,9,241,13
450,1,212,191,13,447,15
500,0,156,156,15,495,17
450,0,147,147,11,419,13
450,1,192,187,12,448,14
150,0,54,53,13,143,14
250,1,98,93,9,244,11
250,1,107,98,11,242,12
100,1,43,40,8,99,8
25,1,13,11,4,22,5
25,0,10,8,5,17,6
350,1,155,149,10,341,12
400,0,138,138,13,392,14
500,1,241,204,12,493,13
300,1,115,115,12,300,14
450,1,214,209,10,440,13
150,0,42,42,7,127,9
500,1,236,219,10,499,13
300,1,156,136,12,293,14
50,0,16,16,6,34,8
400,1,188,180,12,399,15
450,0,141,139,13,440,16
100,0,31,31,10,91,13
150,0,49,47,11,145,13
200,1,92,86,11,195,11
500,0,145,144,12,491,16
450,0,158,157,10,423,14
350,0,113,113,12,346,14
150,1,77,77,8,130,9
300,1,145,140,10,293,13
450,0,142,135,14,441,15
150,0,45,45,10,148,11
400,0,115,113,11,391,13
100,0,36,36,9,94,10
300,0,98,97,12,292,13
450,0,129,129,13,444,16
25,0,10,10,9,22,9
300,1,131,127,9,291,11
50,1,28,28,5,47,6
250,1,99,93,9,244,10
400,1,192,155,14,394,15
150,1,66,66,10,144,11
200,1,93,93,10,193,11
250,1,117,102,12,250,14
450,1,232,219,12,443,14
500,1,236,229,11,495,13
50,0,20,15,7,34,8
100,1,42,42,9,94,10
200,0,69,69,13,189,14
450,0,144,144,10,398,12
200,0,61,52,12,195,13
150,0,47,47,10,142,12
50,1,21,17,8,44,9
150,0,51,48,10,146,12
150,1,75,75,9,134,10
200,0,61,61,9,180,13
500,0,159,159,12,489,15
150,0,40,38,11,143,13
450,0,133,125,10,412,14
25,1,12,10,6,20,7
300,1,140,130,12,295,14
500,1,232,218,10,492,12
150,1,70,66,9,144,11
50,0,15,15,7,50,8
150,1,69,69,9,142,10
400,0,114,112,13,398,14
100,1,60,55,8,94,8
500,0,146,146,11,477,15
400,0,133,131,13,393,15
25,0,9,9,5,20,6
300,0,103,102,8,263,10
500,1,228,218,13,479,15
400,0,133,133,11,392,14
450,0,146,145,11,428,13
350,1,160,140,11,341,13
500,0,131,131,11,490,14
25,0,9,9,7,23,7
250,1,110,108,12,245,14
100,0,30,30,7,82,8
150,1,67,59,10,142,11
25,1,17,11,3,13,4
25,1,12,10,4,16,4
350,0,100,98,12,346,14
450,0,157,154,13,446,14
50,0,12,12,9,44,10
150,1,66,59,8,144,10
300,1,135,127,12,294,14
350,1,163,160,12,340,13
250,1,110,105,11,244,13
100,1,49,48,5,87,7
100,1,36,36,6,94,7
100,1,42,40,10,96,10
400,1,181,173,11,398,14
200,0,63,63,12,182,14
200,1,92,87,11,194,13
350,1,174,162,11,345,12
250,0,89,86,13,241,13
100,1,41,33,7,94,8
250,0,85,85,10,242,12
25,1,11,11,4,20,5
200,0,68,68,10,190,12
300,1,130,129,14,294,16
25,0,12,12,7,24,7
25,0,9,9,6,22,7
300,1,139,139,10,295,13
400,0,138,136,10,389,15
500,1,232,215,9,481,12
50,1,24,24,8,49,9
100,1,59,57,5,96,7
150,0,47,47,9,146,12
350,1,147,139,11,345,11
200,1,85,79,10,194,12
500,1,234,216,11,498,14
350,0,104,103,11,344,15
350,0,98,98,10,339,14
100,0,30,27,8,60,8
300,0,106,106,10,286,12
400,1,200,185,9,383,12
200,0,54,52,8,196,10
150,1,72,67,10,143,10
100,1,48,47,9,98,10
200,1,94,71,9,195,11
400,0,127,127,12,373,14
450,0,153,153,13,439,16
50,0,19,19,8,42,9
100,0,32,30,10,95,11
100,0,35,32,11,95,12
300,1,138,128,9,293,11
300,1,139,132,11,295,13
50,1,25,25,5,46,7
250,0,84,81,9,214,12
150,0,50,50,11,143,13
400,1,179,165,12,394,14
25,0,8,6,6,16,7
400,1,195,178,9,393,11
400,0,133,131,9,391,13
450,1,195,191,12,442,15
350,1,163,148,10,327,11
400,0,129,128,11,395,14
500,0,149,149,14,490,15
450,0,153,151,13,442,15
250,1,106,100,10,247,10
350,1,153,140,11,344,14
450,0,147,143,12,440,15
300,0,92,91,9,287,11
350,0,117,116,10,345,15
500,0,165,165,12,491,15
150,0,46,45,11,145,12
25,0,6,6,7,16,7
300,0,93,85,10,291,12
150,0,40,39,10,125,12
500,0,169,169,11,471,14
150,1,62,62,11,149,13
200,1,89,78,9,192,11
350,0,107,105,12,341,13
450,0,133,133,11,411,13
25,1,13,13,4,23,6
100,1,47,41,9,99,10
500,1,224,218,12,495,14
25,0,9,9,5,25,6
150,0,48,48,9,142,11
25,0,10,10,7,20,7
350,1,160,149,10,350,14
250,1,114,111,11,245,12
400,0,121,118,11,390,14
50,1,20,16,6,45,6
400,1,198,195,12,380,13
100,0,36,28,6,77,9
500,0,145,135,10,481,12
100,1,45,45,7,94,8
300,1,141,135,12,296,13
350,1,168,160,11,340,13
450,0,134,127,14,441,15
450,1,194,190,12,441,15
300,0,94,94,11,290,13
450,0,146,146,11,419,16
100,0,31,31,7,87,9
300,0,84,80,11,297,14
150,0,43,43,9,148,12
200,1,91,91,10,194,11
25,1,15,10,4,15,4
200,1,95,84,7,187,8
500,0,171,165,11,473,14
300,0,97,92,10,284,13
25,0,12,12,7,23,7
400,0,123,123,11,380,13
50,0,17,17,7,48,9
100,0,32,32,7,95,9
25,1,13,12,7,22,7
250,1,110,101,12,240,13
200,0,67,66,11,195,13
100,0,34,34,9,95,10
300,1,149,140,14,300,16
450,0,131,131,12,429,14
150,1,76,63,9,143,10
25,1,12,9,4,22,5
200,0,55,55,9,192,11
450,0,133,133,9,442,12
500,0,151,151,12,492,15
450,0,129,127,12,439,14
450,1,215,206,15,444,16
200,0,63,63,10,186,12
350,1,171,160,12,348,14
150,1,67,52,7,142,10
450,1,191,178,13,441,15
50,1,30,25,7,46,7
450,1,215,147,12,440,14
250,1,120,109,11,250,13
25,1,14,12,6,23,6
350,1,144,136,13,332,14
25,0,10,9,4,17,5
350,0,125,123,12,340,14
450,1,178,169,10,440,14
300,0,99,99,11,293,13
450,1,217,192,13,446,14
25,1,12,7,5,22,6
150,0,45,44,8,144,11
400,1,182,170,12,391,15
250,1,108,95,8,236,10
50,0,20,15,6,32,7
250,1,111,102,12,249,15
450,1,231,212,14,444,17
500,1,221,199,14,488,16
100,0,33,33,9,94,10
500,0,166,166,12,489,15
450,1,210,193,13,444,14
25,1,14,10,4,15,5
450,1,202,187,13,445,15
400,0,115,110,12,390,15
300,1,138,129,8,286,9
25,0,7,7,5,20,6
100,1,54,54,7,94,9
25,1,13,10,3,22,4
100,1,37,37,7,95,9
300,1,124,121,12,300,14
100,1,41,40,8,94,9
100,0,33,29,10,95,12
150,0,47,41,9,137,10
200,1,84,79,12,196,14
200,0,83,55,9,184,11
200,0,68,67,11,197,13
150,0,53,53,12,133,12
450,0,127,126,11,423,14
500,1,233,223,12,492,16
350,0,100,97,11,331,13
200,1,107,78,11,196,13
250,1,124,119,7,230,9
350,1,157,142,10,339,14
300,0,84,84,15,289,16
500,0,170,169,12,489,14
200,0,66,63,11,189,14
25,1,12,12,4,13,4
150,0,51,46,10,141,11
100,1,53,53,8,100,10
200,1,89,85,9,192,11
200,1,91,89,9,198,11
400,1,176,173,11,389,14
200,0,62,61,9,182,13
400,0,150,119,11,390,13
300,1,139,122,12,298,14
400,0,137,137,12,400,16
400,0,129,128,12,392,14
100,0,32,32,8,94,10
200,0,58,57,10,195,12
200,1,96,81,9,196,10
25,1,13,13,5,22,6
200,1,89,81,8,193,10
100,0,36,34,10,98,11
350,0,98,98,13,342,14
250,0,76,76,13,250,15
150,1,70,63,8,147,10
300,0,93,90,12,297,14
450,1,193,186,13,442,17
450,0,147,144,10,414,14
300,1,140,137,11,292,13
250,0,76,76,11,245,14
500,1,230,227,12,490,16
150,0,40,36,11,143,12
400,1,194,190,13,394,14
100,1,55,41,7,100,8
25,1,12,9,4,19,5
50,1,23,19,10,49,10
450,1,206,201,12,444,15
200,1,90,83,12,194,13
150,0,47,47,8,143,11
100,1,44,44,8,94,9
50,1,19,19,5,49,6
400,0,146,144,10,394,13
50,1,22,20,6,39,7
150,1,75,69,8,143,11
400,1,166,155,14,399,16
500,0,141,141,12,489,14
150,0,54,54,9,143,10
300,0,94,94,11,291,13
400,0,113,110,11,396,14
200,0,62,60,9,193,10
300,0,106,106,12,296,14
500,1,235,228,12,495,15
450,0,148,148,10,429,14
500,1,243,219,10,475,12
200,1,98,93,8,195,9
150,0,49,49,9,141,12
200,0,65,63,11,198,13
200,1,95,88,9,194,12
150,1,69,61,8,144,10
200,1,94,90,8,196,10
25,0,8,8,6,25,8
200,1,95,89,10,197,11
25,0,13,12,7,22,8
150,0,53,53,9,142,10
50,0,17,17,7,39,8
300,1,134,127,9,287,12
250,1,108,104,10,242,11
500,0,151,151,10,493,14
100,1,50,50,7,93,9
450,0,147,140,12,442,14
400,0,121,121,11,392,14
50,1,23,19,7,49,8
25,0,8,7,5,25,6
300,0,101,94,12,290,14
400,1,170,161,14,395,17
100,1,48,47,6,94,8
300,1,136,132,11,290,14
500,0,152,149,9,481,13
200,1,85,81,9,196,10
300,1,129,127,8,291,11
150,0,48,47,9,138,9
200,1,91,82,12,195,12
350,0,111,111,11,340,13
50,0,19,15,8,45,8
450,0,144,144,11,442,13
400,1,204,191,12,390,14
350,1,153,150,9,327,11
25,1,12,11,6,21,7
100,0,24,24,10,95,11
450,0,138,136,10,421,13
100,0,31,30,6,83,8
100,0,30,29,9,92,10
500,0,140,140,12,484,14
50,0,18,15,8,43,9
50,1,19,19,6,47,6
100,1,42,40,7,98,9
400,1,186,174,13,394,15
100,1,50,47,9,98,10
25,0,8,7,6,20,7
150,1,73,64,9,144,10
200,1,84,82,10,192,11
400,1,183,162,12,390,13
250,0,80,80,9,242,12
400,0,118,117,10,393,13
300,0,99,99,10,282,12
400,0,126,115,12,392,14
25,0,8,8,6,22,7
250,0,73,70,10,246,12
450,0,137,136,12,439,14
300,0,89,89,11,291,12
250,0,80,80,10,241,12
450,1,200,180,10,442,13
450,0,131,130,12,431,15
200,0,68,63,7,184,10
500,0,158,156,13,496,16
300,1,133,124,13,294,15
25,0,8,7,5,18,5
350,0,102,95,11,324,13
25,0,11,11,7,21,7
150,0,46,46,11,141,11
50,1,19,19,5,47,6
300,0,95,95,11,292,12
250,0,78,78,10,241,14
300,0,83,82,10,295,12
300,1,133,133,13,296,16
50,0,18,16,6,44,8
250,1,115,108,12,242,13
100,0,40,40,8,85,10
100,0,34,34,9,94,10
25,1,13,11,6,24,7
25,1,11,11,3,13,4
250,1,107,106,10,242,12
200,0,70,66,12,195,13
25,1,14,13,4,25,5
100,0,32,30,8,94,9
150,1,71,71,11,141,12
250,1,122,88,10,242,12
150,0,52,52,9,134,11
100,0,29,29,10,95,12
450,0,138,136,10,406,14
100,0,31,31,9,94,12
200,0,72,70,9,195,11
450,1,218,201,9,442,12
150,0,48,40,9,147,11
400,0,118,110,13,390,15
250,1,113,113,9,244,10
250,1,117,100,11,249,13
200,1,91,82,12,198,14
50,1,25,24,4,37,5
25,0,7,7,8,23,8
50,0,14,14,7,40,8
200,1,112,111,8,193,11
500,0,178,174,12,490,14
400,0,125,125,13,390,14
25,1,16,14,2,15,4
200,1,85,79,7,182,11
300,1,155,152,8,291,11
350,1,153,141,13,340,15
450,0,130,130,11,440,13
300,1,142,138,10,282,12
350,1,168,160,13,344,15
400,0,127,127,11,391,13
50,1,24,19,6,41,6
150,1,60,58,8,144,9
400,1,194,175,11,391,14
500,0,166,162,12,481,15
100,0,32,31,9,94,10
200,0,60,60,11,182,12
400,1,182,164,9,395,12
400,1,186,168,13,396,16
100,1,50,50,6,96,7
300,1,116,106,10,294,12
350,0,108,108,11,330,13
200,1,100,90,10,192,11
50,0,19,19,7,39,8
250,0,81,81,11,226,13
100,1,53,51,7,95,9
250,1,108,98,10,245,14
300,0,100,99,11,295,13
150,0,54,54,9,143,12
350,1,139,134,11,342,13
200,1,90,85,11,196,14
25,0,8,5,6,22,7
300,0,85,83,9,292,12
300,0,107,102,12,294,13
50,0,17,17,8,49,9
50,1,17,17,6,48,7
250,0,77,77,9,243,11
300,1,132,131,14,292,15
400,0,120,117,9,377,10
150,1,81,78,7,137,10
250,0,78,73,9,244,13
500,0,153,153,10,491,14
150,0,50,50,9,137,11
500,0,152,148,12,490,16
300,0,94,94,9,272,14
400,0,144,144,12,390,15
300,0,89,83,11,296,13
250,0,89,87,9,242,11
50,1,24,24,6,45,7
300,1,135,117,12,296,13
100,1,48,46,8,94,9
350,0,106,106,10,340,13
150,0,48,48,11,143,14
450,1,199,186,12,442,15
300,0,109,109,10,282,13
25,1,11,10,4,24,5
400,1,169,161,15,395,15
400,0,125,125,12,395,15
200,0,58,55,11,192,13
400,1,191,184,11,398,12
250,0,75,75,10,240,13
200,1,104,102,10,200,11
400,1,190,173,14,397,15
300,0,99,96,10,264,13
500,0,168,168,12,494,15
450,1,201,194,14,438,15
200,1,82,74,8,200,11
25,0,9,9,6,21,7
400,0,124,117,13,391,16
100,1,41,35,7,94,9
100,0,33,31,7,94,9
100,0,28,27,11,96,12
25,1,14,11,3,16,4
300,0,123,117,11,291,12
100,1,45,40,9,95,10
25,1,13,12,4,22,4
350,0,110,110,11,347,14
500,1,221,194,13,489,15
250,1,110,106,11,244,12
150,1,70,68,10,149,12
500,0,158,153,13,489,15
100,0,32,31,9,98,11
450,0,166,161,11,433,12
50,0,19,15,6,43,8
150,0,53,48,8,144,9
400,1,198,165,9,394,10
500,1,236,217,15,494,16
100,1,44,42,7,99,9
100,0,37,32,8,92,10
300,0,91,89,9,275,12
500,0,156,155,12,492,15
25,1,14,10,3,13,4
50,1,23,18,5,48,7
250,0,74,74,12,241,15
300,0,97,95,13,293,15
25,1,16,16,4,23,4
400,0,135,134,9,381,14
350,0,115,115,10,318,12
450,1,222,218,13,443,17
400,1,173,154,13,393,14
300,0,101,92,11,291,13
150,0,48,47,8,143,10
100,0,34,33,6,87,10
250,0,84,84,10,244,13
400,0,112,112,11,378,15
250,0,73,73,10,242,11
450,0,139,137,15,441,16
50,0,16,15,8,47,9
200,1,93,82,9,193,12
450,0,140,139,9,447,13
500,0,156,155,14,492,15
25,1,14,14,2,11,4
100,0,34,31,8,98,10
350,1,159,138,14,344,16
300,1,142,130,11,294,11
100,0,36,35,11,96,12
25,1,14,13,4,23,4
450,1,217,206,15,442,17
500,0,144,143,12,493,15
50,1,23,22,5,46,5
500,1,250,232,13,497,15
250,1,114,108,13,247,13
300,1,128,114,12,291,13
25,0,10,7,8,21,8
450,1,206,191,12,441,14
150,0,43,43,10,143,11
400,1,165,164,12,390,13
100,0,34,34,9,96,9
25,1,10,9,5,25,6
150,1,76,71,8,145,9
150,1,73,65,8,130,10
200,1,94,91,13,197,14
350,0,103,103,11,347,13
150,1,72,68,9,146,10
500,1,234,223,13,493,15
200,1,95,71,7,193,9
200,1,106,69,7,168,9
400,1,186,168,13,395,14
350,0,101,89,12,340,14
450,0,144,142,12,446,15
100,0,26,24,8,88,9
250,1,111,102,8,243,11
400,1,196,189,14,395,18
150,0,50,47,9,142,11
150,1,70,65,9,145,11
200,1,86,86,10,199,13
50,0,18,18,9,46,10
200,0,70,70,12,193,12
200,1,92,87,11,195,12
200,0,57,57,12,191,14
50,1,24,23,7,47,7
200,0,54,52,11,194,13
450,1,209,201,14,441,16
100,0,33,33,8,86,10
450,1,204,193,12,439,14
250,1,110,108,8,235,10
25,1,11,8,3,23,5
250,1,111,106,8,230,10
300,0,91,91,9,269,12
100,0,30,30,11,90,12
150,1,74,69,7,139,8
100,0,31,30,8,93,10
400,0,124,120,9,388,14
450,1,211,200,12,441,13
350,1,163,162,11,345,14
25,1,14,14,4,20,4
200,1,99,93,11,194,12
400,1,198,193,12,389,15
50,0,21,17,8,50,9
350,1,141,137,12,347,13
350,0,105,105,13,341,15
