n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size
400,0,140,134,6,321,7
25,1,11,10,4,11,4
250,0,95,69,6,244,8
150,1,71,54,4,71,5
250,0,93,82,5,193,6
450,0,166,127,5,374,7
50,1,26,22,3,21,4
400,0,146,133,5,380,7
100,1,45,39,4,93,5
200,0,75,75,5,149,6
400,1,175,150,5,303,6
350,0,129,110,6,279,6
100,1,48,38,4,91,5
50,0,24,15,5,46,6
350,1,142,123,5,337,7
100,1,46,35,5,86,6
50,1,25,23,4,25,4
300,0,117,84,6,290,7
400,1,171,162,5,353,6
350,0,126,124,5,277,7
350,1,146,140,5,312,6
450,0,152,128,6,373,7
250,1,103,92,4,201,6
450,0,163,128,6,337,7
250,1,110,95,4,209,5
300,1,127,124,6,241,6
200,0,76,67,5,182,6
400,1,172,165,4,356,6
100,0,37,34,5,79,6
100,0,43,41,4,76,5
300,1,123,108,5,239,6
100,1,53,49,4,45,4
500,1,219,161,4,393,6
450,0,174,166,4,340,6
50,0,23,14,4,19,5
50,0,20,19,4,41,5
250,1,123,89,5,221,6
500,0,192,174,5,393,7
50,0,20,16,5,29,5
300,0,111,98,6,256,7
400,0,157,132,6,348,7
25,0,13,9,4,14,4
500,0,195,181,6,466,8
50,1,25,20,3,24,4
300,0,122,115,5,219,6
450,0,158,140,6,437,7
500,0,167,164,5,435,7
250,1,107,91,4,202,5
100,1,48,36,4,64,5
450,1,181,171,4,364,6
50,1,23,20,3,21,4
50,1,19,17,3,18,5
500,0,176,161,6,470,7
300,1,122,93,4,228,6
400,1,176,136,5,327,6
100,0,34,32,4,81,6
100,0,41,36,6,85,6
500,1,243,199,4,426,6
250,0,92,75,5,199,6
250,0,89,82,5,146,6
100,1,50,35,4,43,5
150,0,56,47,5,123,6
100,0,38,30,4,58,5
300,0,126,102,5,281,7
25,1,11,8,3,13,4
300,1,139,113,5,267,6
300,0,109,95,4,268,7
400,1,154,150,5,346,6
300,0,127,102,5,263,7
400,0,148,118,6,385,7
450,1,192,191,4,379,6
25,0,9,8,4,13,5
200,0,80,74,5,109,6
250,0,93,76,5,176,5
50,1,26,24,3,25,4
300,1,124,94,4,172,5
200,1,79,71,4,161,5
50,1,26,23,4,39,5
50,0,21,16,5,42,6
350,1,155,146,5,275,6
500,0,175,148,4,495,7
500,1,229,199,6,476,7
150,0,53,45,6,144,7
250,1,106,99,5,203,6
250,1,120,84,5,218,6
500,0,200,162,5,348,6
450,1,191,158,6,399,7
250,0,91,80,4,177,6
500,0,199,157,6,495,8
100,1,45,34,4,89,5
150,1,72,70,4,122,5
150,0,53,47,6,103,6
400,0,145,130,5,314,7
25,1,13,11,2,9,4
200,1,94,66,5,177,5
150,0,60,56,5,109,5
400,0,138,122,5,298,6
50,0,19,14,6,50,7
500,0,181,148,6,409,7
25,1,13,10,4,22,4
100,0,40,33,5,70,6
200,1,96,68,4,160,5
400,0,147,129,7,288,7
450,0,165,128,6,351,7
350,1,156,135,4,297,6
25,0,9,9,5,16,5
450,0,155,139,4,347,6
350,0,127,119,5,311,7
400,1,172,163,5,332,6
50,0,26,22,3,28,4
400,0,137,124,6,299,7
250,1,105,105,6,245,7
500,1,205,175,5,444,6
500,0,176,153,5,349,7
350,1,155,146,5,279,6
350,1,148,147,5,278,6
400,1,180,137,5,348,6
300,0,104,99,5,242,7
300,0,110,105,5,225,7
300,1,131,98,4,124,5
100,0,37,35,4,58,6
25,1,13,13,3,15,4
200,0,74,65,6,191,7
250,1,107,101,5,205,5
50,1,23,20,4,22,5
150,0,59,50,4,113,6
200,1,87,81,4,73,5
500,1,223,205,5,393,6
100,1,48,34,5,79,5
250,0,85,85,5,176,7
500,1,212,196,5,441,6
350,0,136,104,6,316,7
150,1,57,51,3,69,5
100,1,39,34,5,91,5
25,0,13,12,3,10,4
50,1,23,21,4,49,5
300,1,121,94,5,297,6
250,0,91,82,5,189,7
350,1,143,119,6,297,6
25,0,11,10,4,23,5
200,1,94,93,5,158,6
200,0,77,67,6,195,7
25,1,12,11,3,9,3
400,1,177,150,4,316,6
300,1,127,108,4,246,6
150,0,66,61,5,124,6
25,1,13,11,3,15,4
250,1,105,102,4,194,6
150,0,59,56,5,112,5
200,1,91,84,5,191,6
450,0,156,141,5,361,6
50,1,27,27,3,20,4
500,1,222,210,5,417,6
25,1,13,9,3,13,4
350,1,153,133,5,336,6
500,0,170,142,5,393,7
200,0,85,71,5,122,6
300,0,111,92,5,191,6
100,0,43,38,5,74,5
450,1,190,162,6,421,6
350,0,120,105,6,295,7
350,1,146,124,4,280,6
200,1,97,85,4,160,5
50,1,31,23,3,33,4
300,0,114,101,6,267,7
200,1,86,65,5,156,5
500,0,164,150,6,480,7
400,1,184,115,5,391,6
400,0,161,151,5,321,7
350,1,154,127,4,296,5
400,1,181,153,4,327,5
50,0,23,20,4,23,5
50,1,29,25,4,29,4
250,0,97,84,5,192,7
500,1,211,205,4,441,6
450,1,194,170,5,332,6
25,1,15,9,4,12,4
100,0,41,29,5,96,6
25,1,15,10,3,8,3
100,0,34,23,5,90,7
250,0,94,79,5,167,6
300,0,107,106,5,265,6
300,1,145,108,3,255,5
350,0,137,99,7,345,8
150,1,77,70,4,114,5
25,0,9,7,3,4,5
350,1,162,127,4,325,6
400,1,181,175,6,366,6
150,0,58,50,6,146,7
100,1,52,38,5,80,5
500,1,212,188,5,414,6
450,1,195,182,6,431,7
250,0,94,81,5,223,6
25,1,15,10,3,7,3
200,0,79,59,5,152,6
300,1,115,112,5,254,6
500,0,176,153,7,479,7
400,1,183,173,5,329,5
250,0,89,79,5,201,6
250,0,103,102,6,246,8
300,0,104,87,4,243,6
300,1,146,109,5,262,6
150,0,59,53,4,116,6
150,0,55,48,5,67,6
25,0,11,9,3,8,3
350,1,171,133,6,341,6
200,0,68,59,5,165,6
450,1,198,186,4,367,6
250,1,110,109,4,189,5
25,0,11,7,4,14,5
150,1,67,53,4,89,5
450,1,201,180,5,380,6
200,0,77,66,5,111,5
350,0,117,113,6,344,7
300,0,123,87,5,280,7
250,1,109,92,5,202,5
100,0,37,30,5,86,7
300,0,108,91,4,220,6
250,1,114,84,4,151,5
50,1,26,23,4,34,5
350,1,147,131,5,279,6
25,1,10,8,3,7,4
25,1,15,11,2,2,3
25,0,9,7,4,15,5
400,0,142,136,6,296,7
150,0,57,51,4,106,6
100,0,38,28,4,68,5
100,0,43,39,3,73,5
200,1,92,89,4,174,5
350,0,126,96,6,274,7
350,0,128,124,6,293,7
150,1,76,53,5,115,5
500,0,193,158,6,494,7
500,1,232,177,6,495,7
200,1,87,72,4,87,5
200,0,75,65,6,174,6
350,0,147,126,5,284,6
150,1,69,62,4,129,5
400,1,180,136,5,338,6
150,0,59,47,6,139,7
400,1,171,152,5,357,6
50,1,25,20,5,32,5
400,0,168,109,7,394,8
50,0,21,19,4,42,5
250,0,91,79,4,127,6
500,1,215,212,4,376,6
100,0,39,35,4,71,6
150,1,63,63,4,86,5
50,0,25,18,5,47,5
150,1,69,52,4,97,5
500,0,174,166,5,399,7
250,1,107,83,5,124,5
200,1,96,69,4,157,5
25,1,10,9,3,22,5
50,0,21,18,3,18,5
100,1,48,43,3,74,5
350,1,150,122,5,266,6
300,1,127,102,4,252,5
25,1,12,12,3,9,3
300,0,109,102,6,245,7
500,1,221,204,5,428,6
450,1,199,187,5,389,6
50,1,22,18,4,41,4
50,0,22,16,5,28,5
450,1,192,169,6,435,7
25,0,9,7,4,11,5
150,0,50,41,5,129,6
100,1,44,36,5,85,6
450,0,161,157,5,348,7
350,0,121,109,5,336,7
25,1,13,10,3,18,4
100,0,43,37,4,73,5
350,1,144,134,4,288,5
100,0,41,37,6,72,6
450,1,180,154,4,194,5
350,1,166,163,4,259,6
500,0,178,175,5,347,6
150,1,63,55,4,63,5
100,1,53,38,4,57,5
50,1,22,19,4,15,4
450,0,161,154,6,427,8
200,1,98,72,5,196,6
350,0,124,105,5,301,6
50,1,25,18,3,41,4
400,1,180,161,4,342,6
150,1,71,60,4,108,5
100,0,38,28,5,83,6
250,0,95,83,5,167,6
300,0,105,86,5,266,7
500,1,216,167,5,418,6
50,1,25,20,4,23,4
500,1,215,160,5,394,6
50,0,20,17,4,25,6
400,0,136,121,5,301,7
100,0,41,37,5,96,6
350,1,160,116,4,159,5
300,1,122,101,4,174,5
200,1,90,80,5,181,5
500,1,233,205,4,412,5
350,1,163,142,5,290,6
50,0,21,18,6,48,6
200,1,80,61,4,131,5
500,0,171,152,5,484,7
150,1,68,64,4,116,5
50,1,29,19,3,26,4
25,1,14,10,4,22,4
25,1,11,10,5,20,5
150,0,61,47,4,128,6
450,1,210,148,4,413,6
50,0,26,20,4,37,4
500,0,190,178,7,494,9
300,0,105,89,7,269,8
450,0,162,133,6,425,7
200,0,80,56,5,175,6
250,1,120,108,4,193,5
450,0,169,161,5,434,8
200,0,76,68,5,169,6
50,1,27,18,3,27,4
350,1,155,117,5,280,6
400,0,140,121,6,398,7
250,0,96,76,6,244,7
350,0,123,105,4,267,6
450,1,187,184,4,348,6
300,1,152,143,4,265,6
350,0,122,105,5,278,6
300,0,107,101,4,262,6
100,0,31,29,6,99,6
400,1,165,159,5,350,6
25,1,13,11,3,16,4
200,0,70,62,6,198,7
500,1,227,183,5,404,6
250,0,91,76,5,193,6
250,0,88,72,6,193,6
200,0,84,68,6,190,6
300,0,109,102,5,233,6
400,0,134,105,6,366,7
150,0,58,58,4,67,6
150,1,55,49,4,43,5
150,1,66,61,3,65,4
50,1,23,21,3,17,4
25,0,9,8,3,15,4
250,0,87,79,5,188,7
150,0,64,58,5,120,6
200,1,88,85,4,165,6
200,1,81,60,4,159,5
25,1,11,10,4,6,4
500,1,214,159,5,422,6
450,0,164,135,6,438,8
50,1,23,19,3,31,4
250,0,96,86,5,236,7
300,1,130,123,4,281,6
250,1,109,78,4,204,5
300,1,123,117,5,289,6
100,0,40,32,4,59,5
25,1,14,8,4,17,4
250,0,93,83,5,208,6
50,0,22,22,4,17,5
25,1,14,11,3,7,3
150,1,72,60,4,127,5
25,1,12,9,3,15,4
400,0,139,129,6,379,8
25,0,11,11,3,2,3
350,1,151,133,4,266,6
50,0,21,18,3,39,4
100,0,40,33,5,72,7
500,1,225,211,5,491,7
450,1,208,133,5,376,6
400,0,150,140,6,389,7
50,1,24,21,4,21,5
400,0,159,124,5,360,7
500,0,188,153,5,473,7
50,1,21,16,4,28,5
50,1,26,20,4,25,4
150,0,51,45,5,121,6
500,0,188,162,6,430,7
300,0,128,108,6,241,7
100,0,38,32,5,74,6
250,1,103,100,5,189,6
450,1,200,165,3,367,5
200,1,75,71,4,181,5
400,0,149,145,5,305,7
300,0,109,89,6,251,7
250,0,84,76,5,183,6
350,1,148,113,5,315,6
450,1,179,176,4,400,6
500,0,174,153,5,356,7
200,0,79,67,5,124,6
100,0,40,39,5,92,6
150,0,65,62,6,133,6
25,0,14,13,2,5,3
100,0,34,32,5,80,5
250,1,106,85,5,219,5
200,0,80,60,4,133,5
150,1,72,72,3,75,5
250,0,97,84,5,217,6
400,1,184,134,5,226,5
350,0,123,100,5,304,7
500,1,205,191,4,410,6
100,1,48,36,3,37,4
350,1,153,123,4,286,6
300,0,112,99,6,294,8
300,0,134,97,5,240,7
100,1,45,34,5,76,6
350,0,129,120,5,345,7
450,0,161,138,6,339,7
250,1,115,93,5,221,5
300,0,97,88,5,179,6
450,0,160,132,6,440,7
25,0,14,12,3,19,4
500,1,226,204,4,418,6
350,0,128,101,6,322,7
350,1,162,139,5,301,6
50,1,21,20,4,21,5
350,0,133,115,5,288,7
450,0,161,141,6,413,7
400,1,158,124,4,165,5
300,1,131,119,4,240,5
25,1,10,10,3,20,4
50,0,19,15,4,36,5
450,0,165,126,7,433,8
25,0,13,11,5,24,5
100,0,37,28,5,89,6
350,1,157,138,5,278,6
250,0,91,78,4,188,6
350,1,169,117,5,341,6
25,0,11,9,3,11,4
100,1,43,37,4,96,5
25,1,11,11,3,8,4
250,1,113,81,5,105,5
300,1,126,108,4,225,5
200,1,93,67,4,128,5
450,0,161,143,7,444,8
300,0,109,99,5,241,6
350,0,126,108,5,275,6
450,1,202,162,5,353,6
400,0,156,135,6,395,7
100,1,40,37,4,34,4
50,1,23,23,4,43,5
50,1,22,22,3,22,4
300,0,116,107,4,223,6
400,0,147,124,6,388,8
250,0,94,82,6,245,7
500,1,208,172,5,486,6
25,1,11,8,3,7,4
25,1,14,12,3,20,4
150,1,69,61,6,145,7
200,1,108,106,4,119,5
25,0,12,9,5,24,5
150,0,60,55,5,145,7
300,1,131,108,5,186,5
450,0,166,154,5,370,7
450,1,191,140,5,386,6
350,1,162,144,4,332,6
500,0,171,144,5,467,7
200,1,90,77,4,95,5
150,1,66,52,5,130,6
350,1,157,149,4,290,6
25,0,10,10,3,9,4
350,0,132,122,6,250,8
400,0,156,133,8,393,8
100,1,46,40,5,82,5
25,1,11,7,3,9,4
400,1,181,165,4,339,5
400,1,169,163,5,311,6
150,1,74,67,3,66,4
450,0,166,156,6,363,7
25,1,17,13,3,16,3
450,0,158,146,6,353,7
400,1,165,120,6,396,7
500,1,216,193,5,443,6
350,1,138,110,5,301,6
300,0,108,82,5,259,7
400,1,182,119,5,308,6
50,0,20,16,3,16,5
100,0,43,41,4,65,5
50,1,25,22,3,35,4
25,1,13,12,2,12,3
300,1,129,119,4,193,5
150,1,71,48,4,123,5
25,0,12,10,4,16,5
25,1,11,9,3,25,4
400,0,141,118,6,368,7
25,0,12,8,3,17,5
350,0,136,128,6,280,6
450,0,157,156,5,363,8
50,1,25,20,5,40,5
250,1,111,84,4,201,5
25,0,11,7,4,22,5
350,1,160,132,5,345,6
350,0,118,107,5,301,7
150,1,69,52,5,108,5
250,0,96,69,7,204,7
200,1,82,76,4,176,6
50,0,30,24,3,28,4
450,0,163,125,6,364,7
50,0,21,17,5,39,5
450,1,184,173,5,379,6
300,0,107,95,6,289,7
300,0,115,88,6,238,7
500,1,207,190,6,445,7
150,0,58,43,5,118,6
100,1,48,33,4,75,5
300,0,105,87,5,209,6
100,0,45,45,5,49,6
250,1,105,94,4,192,6
150,1,65,62,4,68,5
450,1,191,177,5,383,6
100,0,39,30,4,40,5
200,1,88,64,5,166,5
500,0,178,160,6,463,7
450,0,161,142,6,438,7
450,0,165,155,5,424,7
500,0,184,155,7,472,7
300,0,119,112,5,230,7
500,1,212,183,4,408,6
450,1,200,171,5,379,6
100,1,42,38,4,89,5
100,0,47,42,4,68,5
50,0,21,18,5,27,5
25,1,10,9,3,7,4
200,1,80,66,4,158,5
450,1,185,165,5,394,6
400,0,157,111,6,310,7
250,1,121,104,4,200,5
100,0,37,29,5,89,6
300,0,119,93,5,271,6
500,0,173,146,8,495,8
150,1,74,64,4,120,5
500,1,220,167,4,444,6
100,1,48,40,5,85,5
100,1,45,42,4,87,4
500,1,232,157,5,491,6
50,1,26,23,4,24,4
450,1,204,174,5,366,6
300,1,134,133,4,232,6
350,1,153,142,6,320,6
400,1,179,129,4,171,5
50,0,22,18,5,45,6
150,1,63,52,4,106,5
450,0,153,146,6,439,8
100,0,42,41,5,69,6
400,1,170,142,4,353,6
100,1,44,36,4,80,5
25,1,13,11,4,19,5
150,1,70,67,5,117,5
350,1,156,145,5,298,6
50,1,24,19,3,35,4
450,1,178,177,4,369,6
450,0,164,154,5,414,7
25,0,14,11,3,20,4
350,1,140,125,4,271,6
50,0,19,18,4,27,5
250,1,108,90,4,205,6
50,0,21,15,3,34,5
300,1,125,116,4,240,6
250,1,112,81,4,183,5
50,0,20,17,4,43,5
450,1,227,162,5,441,6
50,1,24,18,4,35,5
450,1,199,162,5,411,5
250,0,96,88,5,231,7
350,0,131,110,6,277,6
200,1,88,67,5,150,6
300,1,119,98,5,247,6
50,1,25,20,4,47,5
50,0,19,17,5,47,6
150,0,67,54,5,104,6
350,1,154,144,5,291,5
50,0,19,15,4,32,5
450,1,201,174,5,392,6
100,1,51,37,4,77,4
450,0,165,125,6,434,7
300,0,108,83,6,276,7
200,0,77,72,5,197,7
50,1,24,20,4,26,5
50,0,22,16,3,10,4
400,1,171,155,5,329,6
100,1,43,33,4,86,5
400,1,160,157,6,362,6
200,1,80,63,5,196,6
25,1,12,10,3,15,4
50,1,23,16,4,43,5
200,1,82,68,4,169,5
250,0,97,79,6,163,6
25,0,9,7,4,13,5
300,1,134,109,5,271,6
100,0,46,36,4,74,5
100,0,43,40,4,38,5
350,1,158,139,5,278,6
400,0,148,125,5,358,7
500,0,161,142,6,397,7
100,0,40,27,6,95,7
200,0,76,63,5,182,6
50,0,22,15,5,46,6
50,0,21,18,5,46,6
200,0,76,70,4,152,6
300,1,122,93,4,204,5
450,1,196,175,6,385,6
250,0,90,85,6,173,6
200,1,84,78,4,86,5
150,1,64,56,4,110,5
350,0,127,100,5,319,7
500,0,192,161,5,424,6
400,0,157,137,5,334,6
50,0,25,18,5,46,6
100,0,35,33,5,69,5
100,1,49,33,3,59,5
25,1,12,9,3,9,4
500,1,206,162,5,404,6
250,1,107,92,5,221,6
500,0,180,145,5,397,7
500,0,181,164,5,398,7
200,1,88,72,4,76,5
250,1,116,80,5,112,5
500,0,180,178,6,469,8
100,0,37,29,5,83,6
100,0,35,34,5,96,6
250,0,90,69,6,227,7
450,0,159,127,5,324,7
250,0,98,95,4,181,6
400,1,179,139,4,313,6
200,0,68,54,5,158,6
200,1,86,73,4,144,5
300,0,101,90,5,208,6
200,0,74,61,5,151,6
450,0,162,140,6,444,7
400,0,139,134,5,309,7
25,0,11,9,3,10,4
300,0,105,100,5,232,6
400,1,163,146,4,336,6
200,1,81,72,4,82,5
450,1,185,168,5,440,7
150,1,73,64,4,109,5
200,1,85,66,4,168,5
50,1,28,19,2,21,3
150,1,68,52,4,69,5
200,0,69,65,6,164,7
200,0,73,61,7,186,7
300,0,103,82,6,295,7
500,1,207,193,4,422,6
200,1,82,74,4,164,6
400,0,135,124,5,250,6
500,1,222,194,6,495,7
100,1,52,33,4,51,5
300,1,127,127,4,239,6
250,0,92,77,6,233,7
500,1,212,200,4,362,6
400,0,146,111,6,322,7
200,1,81,76,4,102,5
250,1,113,96,4,219,6
50,1,28,20,4,29,5
250,0,97,78,5,245,7
200,1,97,66,4,161,5
200,0,75,68,5,140,5
400,1,182,148,5,329,6
300,1,125,101,4,137,5
300,0,130,85,7,284,7
400,0,146,137,7,322,7
250,0,92,71,5,168,6
400,0,129,120,6,389,7
400,0,165,145,5,310,6
400,0,147,125,5,378,7
350,0,130,121,5,269,6
25,0,9,8,4,16,4
100,0,35,34,4,58,6
250,0,104,81,6,245,7
300,1,132,118,5,241,6
350,0,145,125,5,284,7
150,1,68,59,4,143,6
100,0,32,25,5,73,6
450,0,160,159,6,434,7
350,0,134,124,5,263,7
400,0,136,123,5,352,7
350,1,160,141,5,288,6
100,1,42,36,5,96,6
500,1,205,166,5,404,6
25,1,10,10,4,22,5
400,0,142,121,5,364,7
300,0,113,95,6,223,7
200,1,89,59,5,119,5
200,1,91,68,4,76,5
500,1,215,195,5,419,6
200,1,81,75,5,165,6
450,0,144,127,6,430,7
400,1,177,164,4,322,5
50,1,25,18,3,42,4
25,0,10,9,3,17,5
50,1,18,17,3,28,4
350,1,149,119,3,289,5
250,0,100,66,5,159,6
500,0,177,158,6,473,8
500,0,207,199,5,424,6
300,0,129,112,5,251,7
300,1,130,116,5,277,6
450,0,165,140,5,352,7
450,1,203,182,5,362,6
150,1,58,45,4,59,5
50,1,27,17,4,45,4
250,0,86,74,6,245,7
100,1,47,37,3,37,4
450,0,181,179,5,371,7
500,0,187,158,5,399,7
400,1,192,157,4,296,5
250,1,101,90,4,196,6
400,1,176,142,4,318,5
450,0,169,145,6,439,8
250,0,95,88,6,207,6
250,1,120,100,4,125,5
200,1,84,75,4,195,6
400,0,152,111,6,390,7
100,0,43,31,4,71,5
200,1,87,83,4,157,6
500,0,193,180,6,495,8
350,1,151,148,5,323,6
25,0,11,9,4,23,5
50,0,18,16,4,34,5
400,1,183,149,5,314,6
25,0,10,10,4,12,4
100,0,32,26,6,87,7
25,1,15,10,3,14,3
300,0,110,97,5,234,7
100,0,45,43,4,75,5
150,1,70,54,4,137,5
50,1,25,19,4,43,5
400,0,130,110,5,340,7
50,0,20,19,5,36,6
250,1,92,86,4,190,6
200,0,80,63,6,195,7
250,1,109,76,4,196,5
200,0,71,68,5,109,6
400,0,148,128,5,326,6
25,0,10,10,5,22,5
200,0,79,66,4,146,6
25,0,13,9,3,23,4
200,1,92,69,4,177,5
450,0,166,138,5,352,7
350,1,142,135,5,259,5
100,1,42,31,4,43,5
150,1,69,49,4,119,5
150,1,76,69,4,85,5
500,1,233,204,5,401,6
150,0,57,49,6,124,6
300,1,132,116,4,262,5
25,1,13,10,4,8,4
350,1,172,153,4,288,5
400,0,138,131,5,338,6
400,1,176,151,5,322,6
250,1,106,83,4,215,5
25,0,13,8,4,20,5
450,1,197,176,5,382,7
200,0,75,54,5,181,6
350,0,129,101,5,326,6
500,0,181,144,5,470,7
150,1,58,50,4,117,5
50,1,19,17,3,18,4
400,0,156,150,6,361,7
150,0,51,45,4,97,5
150,0,57,49,6,139,7
400,1,163,132,5,293,6
25,1,10,10,3,17,4
50,0,25,19,4,32,5
500,1,229,181,5,376,6
400,1,166,147,4,332,6
150,1,71,53,4,109,5
450,0,183,132,5,371,7
150,1,66,52,4,141,5
50,0,20,17,3,43,5
500,1,199,165,4,417,6
25,0,11,11,4,21,4
25,0,15,9,3,23,4
300,0,100,87,6,231,7
250,1,107,85,4,170,5
400,0,135,107,6,389,7
50,0,18,18,5,43,5
200,1,92,80,4,93,5
100,0,37,33,5,77,6
50,0,21,18,3,21,4
400,1,167,145,5,396,6
200,1,96,76,3,158,5
200,1,90,82,5,164,5
150,0,54,52,4,120,6
500,1,226,186,6,437,6
250,1,100,84,6,211,6
25,0,10,9,4,25,5
350,1,152,125,4,269,5
250,0,94,78,5,223,7
300,1,133,111,6,252,6
500,1,224,213,5,495,7
400,1,167,153,5,364,6
450,0,165,157,6,360,7
250,1,109,95,6,230,6
25,1,11,9,4,8,4
500,1,225,179,5,482,6
500,0,176,169,6,479,7
450,1,223,177,4,391,6
450,1,198,183,4,328,5
250,1,113,93,5,206,6
250,0,99,75,5,231,7
150,1,67,61,4,77,4
50,1,27,25,3,39,4
350,1,171,146,3,244,5
400,0,149,110,6,306,7
50,0,23,22,4,32,4
25,0,15,10,5,25,6
300,0,100,84,6,257,7
500,1,242,226,5,439,7
25,0,12,12,4,19,5
450,0,186,158,5,352,6
50,0,21,18,4,36,5
250,0,92,80,6,246,7
350,0,123,102,5,250,6
250,0,90,88,6,189,6
50,1,31,25,4,43,5
350,1,149,140,5,301,6
500,0,183,143,6,470,7
300,0,102,81,6,240,7
150,0,58,55,4,127,5
100,0,35,30,5,82,5
450,1,205,186,5,432,6
25,1,12,10,2,11,3
250,0,98,87,4,208,7
200,0,70,63,6,195,7
100,0,37,34,6,91,6
400,0,135,128,6,382,7
100,0,45,29,5,95,6
300,0,117,94,6,290,7
450,0,178,161,5,350,7
100,1,53,48,5,93,5
250,0,94,93,4,193,6
50,0,23,22,4,43,5
25,1,14,14,4,24,4
350,0,127,117,5,311,6
50,1,26,23,3,44,4
100,1,55,42,3,59,4
500,0,163,156,6,406,7
200,1,88,73,4,84,5
250,0,92,71,6,246,7
50,0,19,15,4,34,5
300,0,112,103,4,221,6
100,0,42,29,5,88,6
150,1,68,62,4,119,5
150,1,66,51,4,73,5
450,1,176,171,4,399,6
500,1,219,214,5,413,6
50,1,23,18,4,29,5
500,1,202,189,5,418,6
50,1,23,18,5,40,5
500,0,183,158,5,400,7
500,0,184,159,6,389,6
150,0,60,55,5,100,6
500,0,171,153,5,477,8
25,1,14,13,3,12,3
250,1,118,101,4,202,6
500,1,198,187,5,452,6
350,1,156,136,5,346,5
100,0,39,39,5,62,6
300,0,119,101,4,234,6
500,1,213,194,5,434,6
300,1,133,128,4,234,6
150,0,59,45,5,142,6
500,1,205,200,4,399,5
200,1,88,66,3,76,5
50,1,29,19,4,43,5
250,0,89,75,5,189,7
150,0,54,53,5,145,7
50,1,24,18,4,38,5
50,1,21,18,3,19,4
25,1,17,16,4,25,4
50,1,26,26,4,40,5
200,0,77,67,5,166,6
25,0,14,11,3,15,4
400,0,134,124,6,377,7
450,1,207,169,5,413,6
100,0,36,34,5,73,6
150,1,62,59,4,124,6
25,0,11,9,3,19,4
150,0,56,46,6,145,7
300,1,119,103,4,247,5
150,0,62,43,6,139,7
150,0,54,44,5,107,6
400,1,184,151,5,316,6
350,1,153,143,5,279,5
100,0,42,32,4,74,6
150,1,64,49,4,101,5
350,0,128,103,5,345,7
300,1,126,110,5,245,5
350,1,159,112,5,260,6
300,0,110,103,5,252,7
100,0,44,29,5,83,6
400,1,182,155,4,361,5
50,0,23,20,3,18,5
300,0,103,94,6,203,7
500,0,185,154,5,415,7
200,1,91,75,4,174,6
50,1,22,18,5,30,5
300,1,140,132,6,260,6
200,1,88,71,4,156,6
25,1,12,10,4,13,4
200,0,78,70,6,146,7
400,0,167,135,6,319,6
200,0,78,60,6,162,6
50,0,21,18,4,34,5
300,1,138,119,5,242,6
50,1,23,18,2,19,4
350,1,158,115,5,336,6
150,0,49,40,5,92,6
50,1,31,18,4,44,5
400,1,171,151,5,387,7
250,0,94,75,4,175,6
150,0,67,48,4,64,5
250,1,98,88,4,224,5
25,0,13,10,3,16,5
450,1,214,200,5,379,7
150,1,56,46,4,91,5
250,0,88,78,4,158,6
50,0,20,16,5,43,6
50,1,25,18,4,25,4
300,0,111,99,5,253,7
250,0,90,75,5,173,7
300,1,144,113,6,286,6
450,1,197,137,4,368,6
350,0,141,101,6,284,7
500,0,164,159,6,462,7
450,1,196,182,4,375,6
100,1,55,43,4,79,5
500,0,199,168,5,476,7
500,0,196,164,4,369,6
150,1,74,69,5,146,6
450,1,198,193,4,366,6
25,1,13,12,3,9,4
250,1,113,94,4,132,5
250,0,85,77,6,245,7
25,1,14,11,2,9,3
300,0,113,111,5,262,7
100,1,50,45,4,71,6
500,0,196,176,5,398,7
500,0,190,148,6,414,7
250,0,97,76,6,192,6
25,0,11,11,3,12,3
150,1,68,67,4,116,5
100,1,52,37,4,53,5
200,0,77,67,4,139,6
450,1,203,166,5,394,6
450,0,170,168,4,355,7
500,1,228,174,5,462,6
500,1,201,172,5,416,6
50,1,25,21,3,24,4
50,1,22,21,4,16,4
25,0,9,9,4,22,5
250,0,89,80,5,214,7
50,0,22,19,4,25,5
350,1,172,121,3,280,5
250,1,111,100,5,227,6
25,0,15,11,2,9,3
25,0,12,12,4,22,4
300,0,120,92,6,274,7
150,1,63,59,5,129,6
500,0,172,146,6,465,7
25,1,14,10,3,9,4
250,1,126,107,5,219,6
200,1,90,77,5,196,6
450,1,195,176,4,385,6
100,0,39,36,6,97,7
500,1,210,180,5,436,6
450,0,162,123,7,438,8
50,1,23,20,4,46,5
250,1,117,104,4,219,5
450,0,150,140,5,332,7
400,0,134,114,6,303,7
100,0,39,35,5,97,6
300,1,140,97,4,286,6
25,0,11,11,3,12,4
250,0,95,76,5,176,6
25,0,12,9,4,12,4
400,1,176,167,4,329,5
100,1,47,39,4,42,5
250,0,95,81,7,245,8
50,1,24,15,5,30,5
450,1,200,183,5,399,6
300,0,123,106,5,223,6
25,0,12,12,4,18,5
50,0,21,19,4,23,5
500,1,199,181,4,409,6
300,1,126,126,5,233,6
50,1,24,21,4,47,4
350,1,163,163,4,296,6
300,0,107,101,5,240,6
100,0,39,34,5,54,5
350,1,152,124,5,341,6
50,1,26,19,3,21,4
450,0,153,140,6,334,7
250,0,90,70,5,246,6
500,1,233,184,5,441,6
50,0,22,16,5,26,5
350,0,129,112,6,251,7
200,0,66,55,4,128,6
50,1,26,19,4,35,5
